|COD_COL|COLE_INST_NOMBRE|COLE_DEPTO_COLEGIO|COLE_CALENDARIO_COLEGIO|COLE_GENEROPOBLACION|EVALUADOS_ULTIMOS_3|COLE_NATURALEZA|INDICE_MATEMATICAS|INDICE_C_NATURALES|INDICE_SOCIALES_CIUDADANAS|INDICE_LECTURA_CRITICA|INDICE_INGLES|INDICE_TOTAL|COLE_CATEGORIA|NOMBRE_DEPARTAMENTO|NOMBRE_MUNICIPIO|ZONA|LATITUD|LONGITUD|MODE_ESTRATOVIVIENDA|IND_EST_TRAB|MODE_EDU_MADRE|MODE_EDU_PADRE|IND_BILINGUE|CARACTER_IE|INDICE_AJUST|Cluster
0|205790000235|I. E. LA INMACULADA|ANTIOQUIA|A|MI|61|OFICIAL|0.54|0.5809|0.5543|0.615|0.5495|0.5708|D|ANTIOQUIA|TARAZA|Rural|7.444543834|-75.30775543|Estrato 1|0|Primaria incompleta|Primaria incompleta|N|ACADEMICO|0.20611923384200176|0
1|105147000568|I. E. JOSE MARIA MUNOZ FLOREZ|ANTIOQUIA|A|MI|262|OFICIAL|0.6977|0.665|0.6726|0.7084|0.6564|0.6836|B|ANTIOQUIA|CAREPA|Urbano|7.7588151253|-76.65827802|Estrato 2|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|TECNICO/ACADEMICO|0.6250999865229698|3
2|105147000401|I. E. COLOMBIA|ANTIOQUIA|A|MI|238|OFICIAL|0.6607|0.6462|0.6305|0.6924|0.6099|0.6538|C|ANTIOQUIA|CAREPA|Urbano|7.758056|-76.651667|Estrato 2|0|Secundaria (Bachillerato) completa|Primaria incompleta|N|ACADEMICO|0.5798025545253344|5
3|205138000142|I. E. R. BUENOS AIRES|ANTIOQUIA|A|MI|75|OFICIAL|0.6999|0.6628|0.6659|0.7133|0.5786|0.6772|B|ANTIOQUIA|CANASGORDAS|Rural|6.7291626120000005|-76.01037273|Estrato 1|0|Primaria incompleta|Primaria incompleta|N|ACADEMICO|0.264988152041967|0
4|205138000142|I. E. R. BUENOS AIRES|ANTIOQUIA|A|MI|74|OFICIAL|0.4922|0.5244|0.5351|0.5914|0.5083|0.5337|D|ANTIOQUIA|CANASGORDAS|Rural|6.7291626120000005|-76.01037273|Estrato 1|0|Primaria incompleta|Primaria incompleta|N|ACADEMICO|0.234362261475238|0
5|105134000046|I. E.  NUESTRA SENORA DEL ROSARIO|ANTIOQUIA|A|MI|113|OFICIAL|0.6191|0.6511|0.6367|0.6797|0.6032|0.6433|C|ANTIOQUIA|CAMPAMENTO|Urbano|6.978889|-75.299444|Estrato 1|0|Primaria incompleta|Primaria incompleta|N|ACADEMICO|0.35414519599900357|0
6|205858000093|I. E. JHON F. KENNEDY|ANTIOQUIA|A|MI|111|OFICIAL|0.5094|0.5626|0.5348|0.586|0.5427|0.5478|D|ANTIOQUIA|VEGACHI|Rural|6.86212645|-74.79821047|Estrato 1|0|Primaria incompleta|Primaria incompleta|N|ACADEMICO|0.32425504136173433|0
7|205858000093|I. E. JHON F. KENNEDY|ANTIOQUIA|A|MI|107|OFICIAL|0.49|0.5161|0.5244|0.5529|0.5052|0.5197|D|ANTIOQUIA|VEGACHI|Rural|6.86212645|-74.79821047|Estrato 1|0|Primaria incompleta|Primaria incompleta|N|ACADEMICO|0.30834089665342|0
8|105147000045|I. E. LUIS CARLOS GALAN SARMIENTO|ANTIOQUIA|A|MI|293|OFICIAL|0.73|0.7112|0.7078|0.7331|0.6899|0.7182|B|ANTIOQUIA|CAREPA|Urbano|7.749638417000001|-76.65048725|Estrato 2|0|Secundaria (Bachillerato) completa|Primaria incompleta|N|ACADEMICO|0.6798818757705414|5
9|105467000019|I. E. MARIANO J. VILLEGAS|ANTIOQUIA|A|MI|116|OFICIAL|0.7119|0.7109|0.7099|0.736|0.6693|0.7135|B|ANTIOQUIA|MONTEBELLO|Urbano|5.944137327999999|-75.52219712|Estrato 1|0|Primaria incompleta|Primaria incompleta|N|TECNICO/ACADEMICO|0.38016891214114457|0
10|105467000019|I. E. MARIANO J. VILLEGAS|ANTIOQUIA|A|MI|38|OFICIAL|0.5471|0.5986|0.5589|0.6016|0.5549|0.5749|D|ANTIOQUIA|MONTEBELLO|Urbano|5.944137327999999|-75.52219712|Estrato 1|0|Primaria incompleta|Primaria incompleta|N|TECNICO/ACADEMICO|0.13738005312357557|0
11|205079000206|I. E. R. YARUMITO|ANTIOQUIA|A|MI|127|OFICIAL|0.6325|0.6435|0.6292|0.6788|0.6059|0.6429|C|ANTIOQUIA|BARBOSA|Rural|6.472883158999999|-75.27342801|Estrato 2|0|Secundaria (Bachillerato) incompleta|Primaria incompleta|N|TECNICO/ACADEMICO|0.3851038288403742|3
12|205591000072|I. E. R. ESTACION COCORNA|ANTIOQUIA|A|MI|33|OFICIAL|0.6197|0.66|0.6501|0.6868|0.6397|0.653|C|ANTIOQUIA|PUERTO TRIUNFO|Rural|6.032939905|-74.6374142|Estrato 2|0|Secundaria (Bachillerato) incompleta|Primaria incompleta|None|ACADEMICO|0.12860293530085504|5
13|205490000098|I.E.R. MELLO VILLAVICENCIO|ANTIOQUIA|A|MI|78|OFICIAL|0.4932|0.5298|0.5143|0.5659|0.5163|0.525|D|ANTIOQUIA|NECOCLI|Rural|8.455556|-76.56611099999999|Estrato 1|0|Primaria incompleta|Primaria incompleta|N|ACADEMICO|0.2427159125674176|0
14|105890001331|I. E. ESCUELA NORMAL SUPERIOR DEL NORDESTE|ANTIOQUIA|A|MI|120|OFICIAL|0.6664|0.6263|0.6429|0.6965|0.6159|0.6548|C|ANTIOQUIA|YOLOMBO|Urbano|6.5931178695|-75.01611471|Estrato 2|0|Secundaria (Bachillerato) completa|Primaria incompleta|N|TECNICO/ACADEMICO|0.373158846332705|3
15|205129000130|I. E.  SALINAS|ANTIOQUIA|A|MI|83|OFICIAL|0.5883|0.6087|0.6073|0.6566|0.6128|0.615|D|ANTIOQUIA|CALDAS|Rural|6.08789058|-75.64419518|Estrato 2|0|Primaria incompleta|Primaria incompleta|N|ACADEMICO|0.27406462459316583|5
16|105088001539|IE ANDRES BELLO|ANTIOQUIA|A|MI|264|OFICIAL|0.7557|0.7414|0.7501|0.7789|0.7715|0.7577|A|ANTIOQUIA|BELLO|Urbano|6.3382157467999996|-75.55825554|Estrato 3|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|TECNICO|0.6618526202087271|1
17|105212000082|I. E. SAN LUIS GONZAGA|ANTIOQUIA|A|MI|317|OFICIAL|0.7486|0.7376|0.7126|0.7482|0.7525|0.738|A|ANTIOQUIA|COPACABANA|Urbano|6.3449750083000005|-75.51668520000001|Estrato 2|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|TECNICO/ACADEMICO|0.7173771928317383|3
18|105212000368|I. E. VILLANUEVA|ANTIOQUIA|A|MI|68|OFICIAL|0.7503|0.7221|0.7004|0.7293|0.7126|0.7245|A|ANTIOQUIA|COPACABANA|Urbano|6.3485841096|-75.51268564|Estrato 2|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|ACADEMICO|0.25327264381548925|5
19|105579000259|I. E. AMERICA|ANTIOQUIA|A|MI|122|OFICIAL|0.6063|0.5976|0.6029|0.6657|0.5866|0.6157|D|ANTIOQUIA|PUERTO BERRIO|Urbano|6.483611|-74.408333|Estrato 1|0|Primaria incompleta|Primaria incompleta|S|ACADEMICO|0.366529086952597|0
20|105847000241|I. E. R. JAIPERA|ANTIOQUIA|A|MI|114|OFICIAL|0.6137|0.5943|0.5871|0.6532|0.5845|0.61|D|ANTIOQUIA|URRAO|Urbano|6.326552062899999|-76.13523432|Estrato 2|0|Primaria incompleta|Primaria incompleta|N|TECNICO/ACADEMICO|0.34744384842548587|3
21|105847000771|I. E. ESCUELA NORMAL SUPERIOR SAGRADA FAMILIA|ANTIOQUIA|A|MI|300|OFICIAL|0.7067|0.6948|0.6999|0.7358|0.6539|0.705|B|ANTIOQUIA|URRAO|Urbano|6.3159827465|-76.13617928|Estrato 2|0|Secundaria (Bachillerato) completa|Primaria incompleta|N|TECNICO/ACADEMICO|0.681604199754634|3
22|105212000830|I. E.  LA TRINIDAD|ANTIOQUIA|A|MI|165|OFICIAL|0.7363|0.7333|0.7213|0.7622|0.7383|0.7383|A|ANTIOQUIA|COPACABANA|Urbano|6.3365882485|-75.52783212|Estrato 2|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|ACADEMICO|0.4934194149395924|5
23|205212000061|I. E. R. GRANJAS INFANTILES|ANTIOQUIA|A|MI|78|OFICIAL|0.6454|0.6601|0.6594|0.6958|0.6503|0.6641|C|ANTIOQUIA|COPACABANA|Rural|6.355|-75.509722|Estrato 2|0|Secundaria (Bachillerato) incompleta|Primaria incompleta|N|TECNICO|0.27080237386692574|3
24|105628000227|I. E. SAN JOSE|ANTIOQUIA|A|MI|93|OFICIAL|0.6377|0.6442|0.6465|0.6556|0.631|0.6448|C|ANTIOQUIA|SABANALARGA|Urbano|6.8471850477|-75.81681812|Estrato 2|0|Secundaria (Bachillerato) completa|Primaria incompleta|N|ACADEMICO|0.3063382725151522|5
25|105129000071|I. E. FEDERICO ANGEL|ANTIOQUIA|A|MI|306|OFICIAL|0.6522|0.6738|0.6518|0.6938|0.6768|0.6686|C|ANTIOQUIA|CALDAS|Urbano|6.083309135|-75.6343435|Estrato 2|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|None|ACADEMICO|0.670313904289368|5
26|105631000491|I. E. CONCEJO DE SABANETA JOSE MARIA CEBALLOS BOTERO|ANTIOQUIA|A|MI|106|OFICIAL|0.7385|0.7388|0.7516|0.7615|0.7525|0.748|A|ANTIOQUIA|SABANETA|Urbano|6.1532292275|-75.6066666|Estrato 2|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|ACADEMICO|0.3646077920938037|5
27|205631000160|I. E. MARIA AUXILIADORA|ANTIOQUIA|A|MI|72|OFICIAL|0.6776|0.6837|0.7074|0.7283|0.6912|0.6986|B|ANTIOQUIA|SABANETA|Rural|6.149787475|-75.59818908|Estrato 2|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|None|ACADEMICO|0.2604469112032041|5
28|205308000452|I. E. SAN ANDRES|ANTIOQUIA|A|MI|71|OFICIAL|0.7222|0.7288|0.7252|0.7505|0.708|0.7299|A|ANTIOQUIA|GIRARDOTA|Rural|6.399754126|-75.43991778|Estrato 2|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|None|ACADEMICO|0.26336565835717385|5
29|105250000169|I. E. EL BAGRE|ANTIOQUIA|A|MI|307|OFICIAL|0.645|0.6279|0.6483|0.6842|0.6164|0.6487|C|ANTIOQUIA|EL BAGRE|Urbano|7.612506636|-74.80087889|Estrato 1|0|Primaria incompleta|Primaria incompleta|N|TECNICO/ACADEMICO|0.661482524818237|0
30|205036000083|I. E. LOS ANGELES|ANTIOQUIA|A|MI|45|OFICIAL|0.6446|0.6713|0.6528|0.7035|0.6609|0.6675|C|ANTIOQUIA|ANGELOPOLIS|Rural|6.10051827|-75.71029801|Estrato 1|0|Primaria incompleta|Primaria incompleta|N|ACADEMICO|0.17125806738355953|0
31|205837002151|I.E. NUEVO ORIENTE|ANTIOQUIA|A|MI|24|OFICIAL|0.5234|0.5736|0.5567|0.6185|0.546|0.5664|D|ANTIOQUIA|TURBO|Rural|7.516679942000001|-76.70902734|Sin Estrato|0|Primaria completa|Primaria incompleta|N|TECNICO/ACADEMICO|0.08980796502214718|1
32|105501000198|I. E.  OLAYA|ANTIOQUIA|A|MI|59|OFICIAL|0.6013|0.5817|0.5905|0.6508|0.5724|0.6035|D|ANTIOQUIA|OLAYA|Urbano|6.627114907|-75.81239527|Estrato 2|0|Primaria incompleta|Primaria incompleta|N|ACADEMICO|0.20569943051033568|5
33|205686000282|I.E.R. BOCA DEL MONTE|ANTIOQUIA|A|MI|28|OFICIAL|0.5973|0.5818|0.5961|0.6388|0.5729|0.6011|D|ANTIOQUIA|SANTA ROSA DE OSOS|Rural|6.718333|-75.432778|Estrato 2|0|Primaria completa|Primaria incompleta|N|ACADEMICO|0.10641882616612972|5
34|305088020079|I.E NATACHA Y MICHAEL D|ANTIOQUIA|A|MI|109|NO OFICIAL|0.7021|0.7151|0.6983|0.7440000000000001|0.7161|0.715|B|ANTIOQUIA|BELLO|Urbano|6.346589794|-75.57009575|Estrato 3|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|None|ACADEMICO|0.363611805922766|2
35|105686000440|I. E. ESCUELA NORMAL SUPERIOR PEDRO JUSTO BERRIO|ANTIOQUIA|A|MI|190|OFICIAL|0.7573|0.7583|0.7672|0.7647|0.741|0.7603|A|ANTIOQUIA|SANTA ROSA DE OSOS|Urbano|6.649327576|-75.46008235|Estrato 2|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|TECNICO/ACADEMICO|0.5480625365913527|3
36|105001007978|INST EDUC PABLO NERUDA|ANTIOQUIA|A|MI|129|OFICIAL|0.6271|0.6505|0.6394|0.6935|0.6355|0.6513|C|ANTIOQUIA|MEDELLIN|Urbano|6.29063492200004|-75.559981584|Estrato 2|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|ACADEMICO|0.3918573723430594|5
37|105001002470|INST EDUC SAN VICENTE DE PAUL|ANTIOQUIA|A|MI|350|OFICIAL|0.7047|0.7016|0.6968|0.7343|0.7036|0.7089|B|ANTIOQUIA|MEDELLIN|Urbano|6.2787047410000705|-75.577768277|Estrato 3|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|ACADEMICO|0.7368800554395684|2
38|105001002461|INST EDUC LUCRECIO JARAMILLO VELEZ|ANTIOQUIA|A|MI|283|OFICIAL|0.7905|0.7736|0.7805|0.7958|0.7977|0.7861|A+|ANTIOQUIA|MEDELLIN|Urbano|6.24623397700003|-75.599492438|Estrato 3|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|ACADEMICO|0.7002807555281612|2
39|105001002101|INSTITUCION EDUCATIVA JUAN DE DIOS COCK|ANTIOQUIA|A|MI|194|OFICIAL|0.6952|0.6846|0.6728|0.7302|0.6854|0.6949|B|ANTIOQUIA|MEDELLIN|Urbano|6.2808943390000405|-75.553428399|Estrato 2|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|ACADEMICO|0.5298853801439001|5
40|105001010111|INST EDUC MAESTRO FERNANDO BOTERO|ANTIOQUIA|A|MI|239|OFICIAL|0.6791|0.6952|0.6694|0.7182|0.6589|0.688|B|ANTIOQUIA|MEDELLIN|Urbano|6.30161976800002|-75.57193329399999|Estrato 3|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|None|TECNICO/ACADEMICO|0.5961096321083366|1
41|105045001454|I.E. SAN FRACISCO DE ASIS|ANTIOQUIA|A|MI|309|OFICIAL|0.6938|0.6863|0.6974|0.7307|0.6573|0.6986|B|ANTIOQUIA|APARTADO|Urbano|7.88152828302853|-76.6241196354401|Estrato 2|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|ACADEMICO|0.6886130402593006|5
42|105001019534|INST EDUC RODRIGO LARA BONILLA|ANTIOQUIA|A|MI|163|OFICIAL|0.6128|0.6322|0.6339|0.6818|0.6263|0.6391|C|ANTIOQUIA|MEDELLIN|Urbano|6.264129099000059|-75.54076696399991|Estrato 1|0|Secundaria (Bachillerato) completa|Primaria completa|N|ACADEMICO|0.45519855051878666|0
43|105001011690|INST EDUC FEDERICO CARRASQUILLA|ANTIOQUIA|A|MI|128|OFICIAL|0.7054|0.6869|0.6896|0.725|0.6933|0.7011|B|ANTIOQUIA|MEDELLIN|Urbano|6.298644676000039|-75.54929220799991|Estrato 2|0|Secundaria (Bachillerato) incompleta|Primaria incompleta|N|TECNICO/ACADEMICO|0.40432102408874027|3
44|105001011690|INST EDUC FEDERICO CARRASQUILLA|ANTIOQUIA|A|MI|100|OFICIAL|0.5262|0.5477|0.535|0.6157|0.5317|0.5543|D|ANTIOQUIA|MEDELLIN|Urbano|6.298644676000039|-75.54929220799991|Estrato 2|0|Secundaria (Bachillerato) incompleta|Primaria incompleta|N|TECNICO/ACADEMICO|0.30158366781838836|3
45|105001004791|INST EDUC SANTO ANGEL|ANTIOQUIA|A|F|298|OFICIAL|0.7871|0.7687|0.7636|0.7952|0.8213|0.7819|A+|ANTIOQUIA|MEDELLIN|Urbano|6.20780702300268|-75.5876649408945|Estrato 3|0|Tecnica o tecnologica completa|Secundaria (Bachillerato) completa|N|ACADEMICO|0.7170903883874962|2
46|105368000066|I. E. ESCUELA NORMAL SUPERIOR DE JERICO|ANTIOQUIA|A|MI|235|OFICIAL|0.7052|0.7158|0.7013|0.7453|0.6855|0.7145|B|ANTIOQUIA|JERICO|Urbano|5.7935173764|-75.78715279|Estrato 2|0|Primaria completa|Primaria incompleta|N|TECNICO/ACADEMICO|0.6019106151115088|3
47|105001000132|INST EDUC JOSE MARIA BERNAL|ANTIOQUIA|A|MI|193|OFICIAL|0.7514|0.7523|0.7652|0.7854|0.7561|0.763|A|ANTIOQUIA|MEDELLIN|Urbano|6.220329970000019|-75.593627225|Estrato 3|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|None|ACADEMICO|0.5544240182138012|2
48|205034000078|I. E. R. CARBONERA|ANTIOQUIA|A|MI|51|OFICIAL|0.6194|0.6513|0.6357|0.6917|0.5886|0.6449|C|ANTIOQUIA|ANDES|Rural|5.6375|-75.848889|Estrato 2|1|Primaria completa|Primaria incompleta|None|ACADEMICO|0.18764339521521417|5
49|305001004854|INST EDUC ALVERNIA|ANTIOQUIA|A|MI|185|OFICIAL|0.7025|0.7029|0.7121|0.745|0.7115|0.7153|B|ANTIOQUIA|MEDELLIN|Urbano|6.27690823100005|-75.561851008|Estrato 3|0|Tecnica o tecnologica completa|Secundaria (Bachillerato) completa|N|ACADEMICO|0.5221725753191946|2
50|205376000070|I. E. FRANCISCO MARIA CARDONA|ANTIOQUIA|A|MI|58|OFICIAL|0.7456|0.6973|0.6962|0.7135|0.7207|0.7137|B|ANTIOQUIA|LA CEJA|Rural|5.966211373999999|-75.48811317|Estrato 2|0|Secundaria (Bachillerato) completa|Primaria incompleta|N|ACADEMICO|0.22021412697445758|5
51|105001000108|INST EDUC CEFA|ANTIOQUIA|A|F|2767|OFICIAL|0.7424|0.7417|0.7404|0.7794|0.7265|0.7491|A|ANTIOQUIA|MEDELLIN|Urbano|6.246276856000071|-75.5617665729999|Estrato 2|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|TECNICO/ACADEMICO|1.2831924176986833|3
52|105001000256|INST EDUC HECTOR ABAD GOMEZ|ANTIOQUIA|A|MI|358|OFICIAL|0.6795|0.6814|0.6779999999999999|0.7213|0.6694|0.6885|B|ANTIOQUIA|MEDELLIN|Urbano|6.2456992430000495|-75.56035456800001|Estrato 2|0|Secundaria (Bachillerato) completa|Primaria incompleta|N|TECNICO/ACADEMICO|0.7337125460325494|3
53|105313000016|I. E. JORGE ALBERTO GOMEZ GOMEZ|ANTIOQUIA|A|MI|252|OFICIAL|0.7331|0.6996|0.6978|0.7349|0.6779|0.7134|B|ANTIOQUIA|GRANADA|Urbano|6.135|-75.179722|Estrato 1|0|Primaria completa|Primaria incompleta|N|TECNICO/ACADEMICO|0.6253747298893895|0
54|205809000088|I. E. BENJAMIN CORREA ALVAREZ|ANTIOQUIA|A|MI|52|OFICIAL|0.6525|0.6527|0.6773|0.7002|0.5979|0.6651|C|ANTIOQUIA|TITIRIBI|Rural|6.059182845|-75.75366362|Estrato 2|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) incompleta|None|ACADEMICO|0.19370701642111832|5
55|105088002896|IE CONCEJO DE BELLO|ANTIOQUIA|A|MI|179|OFICIAL|0.7318|0.7271|0.7314|0.7734|0.7426|0.741|A|ANTIOQUIA|BELLO|Urbano|6.3407198476|-75.55334515|Estrato 3|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|TECNICO|0.5208984910953085|1
56|105088002896|IE CONCEJO DE BELLO|ANTIOQUIA|A|MI|99|OFICIAL|0.5831|0.5874|0.5927|0.6537|0.6297|0.6062|D|ANTIOQUIA|BELLO|Urbano|6.3407198476|-75.55334515|Estrato 3|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|TECNICO|0.3119158984889405|1
57|105088002306|IE GILBERTO ECHEVERRI MEJIA|ANTIOQUIA|A|MI|181|OFICIAL|0.703|0.6920000000000001|0.6792|0.7398|0.7078|0.7038|B|ANTIOQUIA|BELLO|Urbano|6.3475570371000005|-75.55870618|Estrato 2|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|None|ACADEMICO|0.5108047556553215|5
58|105206000186|I. E.  PRESBITERO LIBARDO AGUIRRE|ANTIOQUIA|A|MI|63|OFICIAL|0.6778|0.6379|0.6536|0.7017|0.6344|0.6652|C|ANTIOQUIA|CONCEPCION|Urbano|6.394200062|-75.25667028|Estrato 1|1|Primaria incompleta|Primaria incompleta|N|ACADEMICO|0.22774781925466256|0
59|105001000931|INST EDUC DIEGO ECHAVARRIA MISAS|ANTIOQUIA|A|MI|550|OFICIAL|0.7176|0.72|0.7235|0.7598|0.703|0.7281|A|ANTIOQUIA|MEDELLIN|Urbano|6.30799252400004|-75.56871783|Estrato 3|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|TECNICO/ACADEMICO|0.900432673466578|1
60|105001012165|INST EDUC GUADALUPE|ANTIOQUIA|A|MI|156|OFICIAL|0.6123|0.6085|0.6068|0.6739|0.6157|0.6246|C|ANTIOQUIA|MEDELLIN|Urbano|6.2866152950000505|-75.5501003799999|Estrato 2|0|Secundaria (Bachillerato) incompleta|Primaria incompleta|N|TECNICO/ACADEMICO|0.43734635806501576|3
61|105001012700|INST EDUC SAN PABLO|ANTIOQUIA|A|MI|217|OFICIAL|0.6581|0.6777|0.664|0.7104|0.6362|0.6744|B|ANTIOQUIA|MEDELLIN|Urbano|6.288242181000039|-75.5468378899999|Estrato 2|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|ACADEMICO|0.5582869733627224|5
62|105001000795|INST EDUC ALFREDO COCK ARANGO|ANTIOQUIA|A|MI|148|OFICIAL|0.6694|0.6764|0.6842|0.7255|0.6988|0.6897|B|ANTIOQUIA|MEDELLIN|Urbano|6.296667307678441|-75.5736238106889|Estrato 3|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|TECNICO|0.4433078788603264|1
63|105001000795|INST EDUC ALFREDO COCK ARANGO|ANTIOQUIA|A|MI|174|OFICIAL|0.5313|0.5436|0.5348|0.6154|0.5797|0.5581|D|ANTIOQUIA|MEDELLIN|Urbano|6.296667307678441|-75.5736238106889|Estrato 3|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|TECNICO|0.44561249042552653|1
64|205147000309|I. E. R. INDIGENISTA POLINES|ANTIOQUIA|A|MI|24|OFICIAL|0.4419|0.4951|0.4603|0.5002|0.4995|0.4763|D|ANTIOQUIA|CHIGORODO|Rural|7.7066669999999995|-76.55194399999999|Estrato 1|1|Educacion profesional completa|Educacion profesional completa|None|ACADEMICO|0.08330059216629404|0
65|105021000139|I. E. PROCESA DELGADO|ANTIOQUIA|A|MI|75|OFICIAL|0.6903|0.6876|0.6841|0.7277|0.6396|0.6929|B|ANTIOQUIA|ALEJANDRIA|Urbano|6.37861111111|-75.1408333333|Estrato 2|0|Secundaria (Bachillerato) completa|Primaria incompleta|N|ACADEMICO|0.26806015830338104|5
66|205615000214|I. E. SAN JOSE DE LAS CUCHILLAS|ANTIOQUIA|A|MI|101|OFICIAL|0.7008|0.7047|0.6859|0.7258|0.693|0.7035|B|ANTIOQUIA|RIONEGRO|Rural|6.1825|-75.394444|Estrato 2|0|Primaria incompleta|Primaria incompleta|N|ACADEMICO|0.3406723129390433|5
67|205360000151|I.E. LOS GOMEZ|ANTIOQUIA|A|MI|141|OFICIAL|0.6464|0.6523|0.6463|0.7008|0.6441|0.6601|C|ANTIOQUIA|ITAGUI|Rural|6.190601578|-75.61139154|Estrato 1|0|Primaria incompleta|Primaria incompleta|N|ACADEMICO|0.41963147632773123|0
68|105154000280|I. E. SANTO DOMINGO|ANTIOQUIA|A|MI|136|OFICIAL|0.6897|0.7127|0.6817|0.7170000000000001|0.6526|0.6966|B|ANTIOQUIA|CAUCASIA|Urbano|7.997778|-75.199444|Estrato 1|0|Secundaria (Bachillerato) completa|Primaria incompleta|N|ACADEMICO|0.42047848691320555|0
69|105674000053|I. E. SAN VICENTE FERRER|ANTIOQUIA|A|MI|252|OFICIAL|0.7529|0.7373|0.7226|0.7522|0.713|0.7391|A|ANTIOQUIA|SAN VICENTE|Urbano|6.2794225099|-75.3322053|Estrato 2|0|Primaria completa|Primaria incompleta|N|TECNICO/ACADEMICO|0.636933537670935|3
70|205138000622|I. E. R. JUNTAS DE URAMITA|ANTIOQUIA|A|MI|36|OFICIAL|0.5685|0.6162|0.5993|0.6306|0.5472|0.5993|D|ANTIOQUIA|CANASGORDAS|Rural|6.9247561520000005|-76.03125986|Estrato 1|0|Primaria incompleta|Primaria incompleta|None|ACADEMICO|0.13345681140078205|0
71|205001002199|INST EDUC CARLOS ALBERTO CALDERON|ANTIOQUIA|A|MI|171|OFICIAL|0.636|0.6545|0.6563|0.6875|0.6532|0.6582|C|ANTIOQUIA|MEDELLIN|Rural|6.295782|-75.649905|Estrato 2|0|Primaria incompleta|Primaria incompleta|N|TECNICO/ACADEMICO|0.4763832793347048|3
72|205890000356|I. E. R. GUILLERMO AGUILAR|ANTIOQUIA|A|MI|59|OFICIAL|0.5541|0.5561|0.5594|0.6279|0.5629|0.5735|D|ANTIOQUIA|YOLOMBO|Rural|6.650556|-74.995278|Estrato 1|0|Primaria incompleta|Primaria incompleta|N|TECNICO/ACADEMICO|0.20088048142239667|0
73|105440000131|I. E. SAN JOSE|ANTIOQUIA|A|MI|228|OFICIAL|0.7248|0.7026|0.695|0.7323|0.6697|0.7103|B|ANTIOQUIA|MARINILLA|Urbano|6.1718071236|-75.33293943|Estrato 2|0|Secundaria (Bachillerato) completa|Primaria incompleta|N|TECNICO/ACADEMICO|0.5898181509978844|3
74|105440000131|I. E. SAN JOSE|ANTIOQUIA|A|MI|123|OFICIAL|0.5377|0.5777|0.5595|0.6112|0.5647|0.5710000000000001|D|ANTIOQUIA|MARINILLA|Urbano|6.1718071236|-75.33293943|Estrato 2|0|Secundaria (Bachillerato) completa|Primaria incompleta|N|TECNICO/ACADEMICO|0.35592889457779964|3
75|105360001357|INSTITUCION EDUCATIVA LOMA LINDA|ANTIOQUIA|A|MI|196|OFICIAL|0.6951|0.7042|0.6975|0.7489|0.7042|0.7109|B|ANTIOQUIA|ITAGUI|Urbano|6.182096155|-75.60856135|Estrato 2|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|TECNICO/ACADEMICO|0.5394435032276146|3
76|105088000273|IE FERNANDO VELEZ|ANTIOQUIA|A|MI|413|OFICIAL|0.6969|0.7039|0.6942|0.7423|0.6854|0.7075|B|ANTIOQUIA|BELLO|Urbano|6.337347481|-75.56773368|Estrato 2|0|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|N|ACADEMICO|0.7927711157425815|5
