Cod_Col;Nombre;Latitud;Longitud;Departamento;Municipio;Sector;Estrato;Naturaleza;Calendario;Genero;Categoria;Total;Matematica;Ciencias_Naturales;Ciencias_Sociales;Lectura_critica;Ingles
105756000000;I. E. ROSA MARIA HENAO PAVAS;5.707247221;-75.31232422;ANTIOQUIA;SONS”N;Urbano;Estrato 2;OFICIAL;A;MIXTO;C;0.6522;0.6288;0.6681;0.6424;0.6775;0.628
105761000000;I. E. ESCUELA NORMAL SUPERIOR SANTA TERESITA;6.500347252;-75.74092389;ANTIOQUIA;SOPETR¡N;Urbano;Estrato 2;OFICIAL;A;MIXTO;C;0.6583;0.6512;0.6412;0.6687;0.6837;0.6231
105761000000;I. E. JOSE MARIA VILLA;6.500972586;-75.74387317;ANTIOQUIA;SOPETR¡N;Urbano;Estrato 2;OFICIAL;A;MIXTO;C;0.6491;0.6401;0.6554;0.628;0.6836;0.6168
105789000000;I. E. SAN ANTONIO DE PADUA;5.665;-75.714167;ANTIOQUIA;T¡MESIS;Urbano;Estrato 2;OFICIAL;A;MIXTO;C;0.659;0.6466;0.6605;0.6491;0.6871;0.6374
105790000000;I. E. RAFAEL NU—EZ;7.580278;-75.398611;ANTIOQUIA;TARAZ¡;Urbano;Estrato 1;OFICIAL;A;MIXTO;C;0.6623;0.6417;0.6593;0.6607;0.6964;0.6358
105790000000;I. E. ANTONIO ROLDAN BETANCUR;7.583839394;-75.40234398;ANTIOQUIA;TARAZ¡;Urbano;Estrato 1;OFICIAL;A;MIXTO;B;0.6786;0.6801;0.6692;0.662;0.7084;0.6624
105792000000;I. E. JOSE PRIETO ARANGO;5.863680114;-75.82540791;ANTIOQUIA;TARSO;Urbano;Estrato 2;OFICIAL;A;MIXTO;B;0.676;0.6776;0.6717;0.6624;0.7025;0.6448
105809000000;I. E. SANTO TOMAS DE AQUINO;6.061818794;-75.79364026;ANTIOQUIA;TITIRIBÕ;Urbano;Estrato 2;OFICIAL;A;MIXTO;B;0.6862;0.6649;0.68;0.6896;0.7213;0.6533
105837000000;I.E. ANGEL MILAN PEREA;8.089401925;-76.72720645;ANTIOQUIA;TURBO;Urbano;Estrato 1;OFICIAL;A;MIXTO;D;0.5548;0.54;0.5404;0.5345;0.6036;0.5567
105837000000;I.E. SAN MARTIN DE PORRES;8.092622682;-76.72578171;ANTIOQUIA;TURBO;Urbano;Estrato 1;OFICIAL;A;MIXTO;D;0.5808;0.5537;0.5897;0.5669;0.6223;0.5535
105837000000;I.E. SAGRADO CORAZ”N DE JES⁄S;8.093308805;-76.72490136;ANTIOQUIA;TURBO;Urbano;Estrato 2;OFICIAL;A;MIXTO;D;0.5827;0.5532;0.5754;0.5644;0.6363;0.5877
105837000000;I.E. SANTA FE;8.097009428;-76.73792984;ANTIOQUIA;TURBO;Urbano;Estrato 1;OFICIAL;A;MIXTO;D;0.5892;0.578;0.5903;0.5648;0.6325;0.5633
