Cod_Col;Nombre;Latitud;Longitud;Departamento;Municipio;Sector;Estrato;Naturaleza;Calendario;Genero;Categoria;Total;Matematica;Ciencias_Naturales;Ciencias_Sociales;Lectura_critica;Ingles;Cluster
205380000165;I. E. JOSE ANTONIO GALAN;6.118995669;-75.63750313;ANTIOQUIA;LA ESTRELLA;Rural;Estrato 2;OFICIAL;A;MIXTO;B;0.6795;0.6691;0.6799;0.6624;0.7152;0.6539;1
205387000047;I. E. R. LA UNION;6.186413358;-74.70292864;ANTIOQUIA;PUERTO NARE;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5358;0.5086;0.547;0.5145;0.5668;0.5546;2
205387000128;INSTITUCI”N EDUCATIVA RURAL JORGE ENRIQUE VILLEGAS;6.212599212;-74.58105119;ANTIOQUIA;PUERTO NARE;Rural;Estrato 2;OFICIAL;A;MIXTO;C;0.6441;0.6181;0.6447;0.6326;0.6801;0.6468;0
205387000322;I. E. R. LA SIERRA;6.187487335;-74.58129813;ANTIOQUIA;PUERTO NARE;Rural;Estrato 2;OFICIAL;A;MIXTO;C;0.62;0.6044;0.6233;0.6007;0.6662;0.5768;1
205400000035;I. E. R. SAN JUAN;5.947332181;-75.30875091;ANTIOQUIA;LA UNI”N;Rural;Estrato 2;OFICIAL;A;MIXTO;C;0.6428;0.6407;0.6445;0.6369;0.6686;0.5847;0
205400000213;I. E. MARCO EMILIO LOPEZ GALLEGO;5.973708952;-75.36129991;ANTIOQUIA;LA UNI”N;Rural;Estrato 1;OFICIAL;A;MIXTO;B;0.6712;0.683;0.6806;0.648;0.6838;0.639;2
205411000401;I. E. SAN DIEGO;6.721429759;-75.77418469;ANTIOQUIA;LIBORINA;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.6254;0.6213;0.6065;0.616;0.6656;0.6016;5
205425000056;I. E. R. LA FLORESTA;6.477007148;-74.70034535;ANTIOQUIA;MACEO;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.6385;0.6339;0.6203;0.6235;0.6895;0.5994;2
205440000267;I. E. R. FRANCISCO MANZUETO GIRALDO;6.163350856;-75.35180557;ANTIOQUIA;MARINILLA;Rural;Estrato 2;OFICIAL;A;MIXTO;B;0.6832;0.664;0.6927;0.6776;0.7073;0.6566;0
205440000305;I E R ROSALIA HOYOS;6.192564689;-75.33992611;ANTIOQUIA;MARINILLA;Rural;Estrato 2;OFICIAL;A;MIXTO;B;0.7068;0.7022;0.7057;0.6956;0.7201;0.7172;0
205440000798;I. E. R. MARIA DEL ROSARIO;6.221111;-75.27;ANTIOQUIA;MARINILLA;Rural;Estrato 2;OFICIAL;A;MIXTO;D;0.5805;0.5574;0.5841;0.5632;0.6203;0.5712;0
205480000138;I.E. PAVARAND” GRANDE;7.277806292;-76.55783266;ANTIOQUIA;MUTAT¡;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5973;0.6164;0.5867;0.5607;0.6282;0.5893;6
205480000341;I. E. R. LA INMACULADA CAUCHERAS;7.336309306;-76.47946511;ANTIOQUIA;MUTAT¡;Rural;Estrato 1;OFICIAL;A;MIXTO;B;0.7019;0.7266;0.6848;0.6957;0.7154;0.6577;2
205483000236;I. E. PUERTO VENUS;5.527144285;-75.19555713;ANTIOQUIA;NARI—O;Rural;Estrato 2;OFICIAL;A;MIXTO;C;0.6283;0.6045;0.6425;0.6186;0.6675;0.5684;0
205490000098;I.E.R. MELLO VILLAVICENCIO;8.455556;-76.566111;ANTIOQUIA;NECOCLÕ;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.525;0.4932;0.5298;0.5143;0.5659;0.5163;2
205490000128;I. E. R. MULATOS;8.433611;-76.781667;ANTIOQUIA;NECOCLÕ;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5905;0.5549;0.6037;0.5891;0.6262;0.5542;2
205490000161;I. E. R. PUEBLO NUEVO;8.413008179;-76.64546963;ANTIOQUIA;NECOCLÕ;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.58;0.5614;0.5878;0.5579;0.6212;0.5554;2
205490000462;C E R CARIBIA;8.503170697;-76.67057354;ANTIOQUIA;NECOCLÕ;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5581;0.5657;0.5722;0.5069;0.587;0.5602;6
205490000578;I. E. R. ZAPATA;8.683655212;-76.63763168;ANTIOQUIA;NECOCLÕ;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.639;0.6382;0.6562;0.6291;0.6453;0.6001;2
205490000594;I. E. R. MULATICOS PIEDRECITAS;8.528889;-76.570556;ANTIOQUIA;NECOCLÕ;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5047;0.4684;0.5033;0.4731;0.5763;0.4985;6
205490000730;I. E. R. SAN SEBASTIAN DE URABA;8.482014425;-76.79465937;ANTIOQUIA;NECOCLÕ;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5627;0.5309;0.5704;0.5388;0.612;0.5589;2
205490000900;I. E. R. LAS CHANGAS;8.548585108;-76.57544209;ANTIOQUIA;NECOCLÕ;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.6016;0.605;0.6101;0.585;0.616;0.5728;2
205490001213;I. E. R. EL TOTUMO;8.332487218;-76.74331306;ANTIOQUIA;NECOCLÕ;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.6071;0.5918;0.6385;0.583;0.6278;0.569;2
205490001337;I. E. R. TULAPITA;8.368889;-76.621667;ANTIOQUIA;NECOCLÕ;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.616;0.6021;0.6067;0.6103;0.6489;0.6033;2
205490001400;I. E. R. MELLITO;8.547222;-76.670556;ANTIOQUIA;NECOCLÕ;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.6058;0.5998;0.6169;0.5934;0.6286;0.5588;2
205490001639;I.E.R.INDIGENA JOSE ELIAS SUAREZ;8.551667;-76.555556;ANTIOQUIA;NECOCLÕ;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5182;0.4941;0.5355;0.4934;0.5471;0.5257;2
205490002236;I. E. R. LA COMARCA;8.440278;-76.640833;ANTIOQUIA;NECOCLÕ;Rural;Estrato 2;OFICIAL;A;MIXTO;D;0.5597;0.5507;0.5552;0.5331;0.6064;0.5397;2
205495000053;I. E.  COLORADO;8.056667;-74.875833;ANTIOQUIA;NECHÕ;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5339;0.4707;0.5607;0.5161;0.583;0.5498;2
205495000151;I. E. R. LA CONCHA;7.950775164;-74.8670963;ANTIOQUIA;NECHÕ;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.6111;0.6228;0.6165;0.573;0.6456;0.5707;2
205495000312;I. E. JORGE ELIECER GAITAN;7.885530343;-74.81025455;ANTIOQUIA;NECHÕ;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.6084;0.5893;0.6075;0.5888;0.6513;0.5982;2
205541000403;I. E. R. PALMIRA;6.268232703;-75.22364996;ANTIOQUIA;PE—OL;Rural;Estrato 2;OFICIAL;A;MIXTO;B;0.6756;0.6711;0.6703;0.6708;0.7012;0.6421;0
205543000206;I. E. R. LOS LLANOS;7.067022553;-75.90453265;ANTIOQUIA;PEQUE;Rural;Estrato 1;OFICIAL;A;MIXTO;B;0.6859;0.6472;0.6847;0.6969;0.7266;0.6502;2
205579000156;I. E.  MADRE LAURA;6.394322975;-74.68376086;ANTIOQUIA;PUERTO BERRÕO;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5551;0.5379;0.5649;0.5348;0.5825;0.5552;6
205591000056;I. E. R. ENRIQUE DURAN;5.952775864;-74.63134658;ANTIOQUIA;PUERTO TRIUNFO;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5482;0.5347;0.5559;0.5163;0.5864;0.5464;6
205591000064;I. E. R. HERMANO DANIEL;5.926318161;-74.77360313;ANTIOQUIA;PUERTO TRIUNFO;Rural;Estrato 2;OFICIAL;A;MIXTO;C;0.6652;0.6691;0.6905;0.6414;0.6844;0.5917;0
205591000072;I. E. R. ESTACION COCORNA;6.032939905;-74.6374142;ANTIOQUIA;PUERTO TRIUNFO;Rural;Estrato 2;OFICIAL;A;MIXTO;C;0.653;0.6197;0.66;0.6501;0.6868;0.6397;0
205591000099;I. E. R. DORADAL;5.901133946;-74.73562693;ANTIOQUIA;PUERTO TRIUNFO;Rural;Estrato 2;OFICIAL;A;MIXTO;A;0.7315;0.7604;0.7268;0.7099;0.7381;0.7035;0
205591000137;I. E. R. PUERTO PERALES;5.988253628;-74.58723137;ANTIOQUIA;PUERTO TRIUNFO;Rural;Estrato 2;OFICIAL;A;MIXTO;B;0.7006;0.7019;0.7164;0.6887;0.6952;0.701;1
205604001014;I. E. R. PABLO VI;7.027418731;-74.68700346;ANTIOQUIA;REMEDIOS;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.6058;0.5971;0.6107;0.5962;0.6312;0.5693;5
205604001049;I. E. R. LA CRUZADA;7.069162309;-74.71555558;ANTIOQUIA;REMEDIOS;Rural;Estrato 2;OFICIAL;A;MIXTO;D;0.5742;0.5505;0.5612;0.5554;0.6272;0.5817;1
205607000159;INSTITUCION EDUCATIVA RURAL LUIS EDUARDO POSADA RESTREPO;6.111244892;-75.49904463;ANTIOQUIA;RETIRO;Rural;Estrato 2;OFICIAL;A;MIXTO;C;0.6558;0.6411;0.6682;0.6233;0.6875;0.6652;0
205607000175;I. E. R. DOLORES E ISMAEL RESTREPO;6.059337675;-75.46105297;ANTIOQUIA;RETIRO;Rural;Estrato 2;OFICIAL;A;MIXTO;C;0.6635;0.6504;0.679;0.6455;0.6847;0.6466;0
205615000010;I. E. GUILLERMO GAVIRIA CORREA;6.172778;-75.456111;ANTIOQUIA;RIONEGRO;Rural;Estrato 2;OFICIAL;A;MIXTO;A;0.7247;0.729;0.7109;0.7272;0.7346;0.7159;0
205615000028;I. E. LA MOSQUITA;6.205833;-75.438611;ANTIOQUIA;RIONEGRO;Rural;Estrato 2;OFICIAL;A;MIXTO;A;0.7325;0.729;0.7308;0.7354;0.7371;0.7259;0
205615000125;I. E. DOMINGO SAVIO;6.15;-75.383333;ANTIOQUIA;RIONEGRO;Rural;Estrato 3;OFICIAL;A;MIXTO;B;0.7025;0.7029;0.7063;0.674;0.7217;0.7177;3
205615000133;I. E. SANTA BARBARA;6.200556;-75.366944;ANTIOQUIA;RIONEGRO;Rural;Estrato 2;OFICIAL;A;MIXTO;B;0.6836;0.6788;0.6674;0.6576;0.7118;0.7399;0
205615000214;I. E. SAN JOSE DE LAS CUCHILLAS;6.1825;-75.394444;ANTIOQUIA;RIONEGRO;Rural;Estrato 2;OFICIAL;A;MIXTO;B;0.7035;0.7008;0.7047;0.6859;0.7258;0.693;0
205615000397;I. E.  BALTAZAR SALAZAR;6.080328408;-75.42446029;ANTIOQUIA;RIONEGRO;Rural;Estrato 3;OFICIAL;A;MIXTO;B;0.7014;0.7079;0.7034;0.6722;0.721;0.7055;4
205615000401;I. E. BARRO BLANCO;6.155382319;-75.40944922;ANTIOQUIA;RIONEGRO;Rural;Estrato 3;OFICIAL;A;MIXTO;A;0.7519;0.7554;0.7513;0.7348;0.766;0.7528;4
205615000427;I. E. GILBERTO ECHEVERRY MEJIA;6.10225871;-75.42300168;ANTIOQUIA;RIONEGRO;Rural;Estrato 3;OFICIAL;A;MIXTO;B;0.7009;0.6912;0.7037;0.6775;0.724;0.7225;4
205615000508;I. E. ANA GOMEZ DE SIERRA;6.202040773;-75.38077275;ANTIOQUIA;RIONEGRO;Rural;Estrato 2;OFICIAL;A;MIXTO;B;0.7046;0.6948;0.7013;0.6884;0.7299;0.7164;0
205615000516;I. E. ANTONIO DONADO CAMACHO;6.143732716;-75.4484857;ANTIOQUIA;RIONEGRO;Rural;Estrato 3;OFICIAL;A;MIXTO;A;0.7414;0.7295;0.7492;0.73;0.7566;0.7418;3
205615000877;I. E. SAN ANTONIO;6.130197115;-75.38080361;ANTIOQUIA;RIONEGRO;Urbano;Estrato 3;OFICIAL;A;MIXTO;B;0.7135;0.7123;0.7042;0.6959;0.7396;0.7202;4
205628000043;I. E. R. EL JUNCO;6.807999372;-75.82377863;ANTIOQUIA;SABANALARGA;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.6158;0.6182;0.5758;0.6159;0.6526;0.6177;2
205631000020;I. E. PRIMITIVO LEAL LA DOCTORA;6.141261676;-75.61321724;ANTIOQUIA;SABANETA;Rural;Estrato 2;OFICIAL;A;MIXTO;A;0.7281;0.7166;0.7315;0.7153;0.7506;0.7227;0
205631000160;I. E. MARIA AUXILIADORA;6.149787475;-75.59818908;ANTIOQUIA;SABANETA;Rural;Estrato 2;OFICIAL;A;MIXTO;B;0.6986;0.6776;0.6837;0.7074;0.7283;0.6912;0
205631000267;I. E. PRESBITERO ANTONIO BAENA SALAZAR;6.139177974;-75.62968285;ANTIOQUIA;SABANETA;Rural;Estrato 2;OFICIAL;A;MIXTO;A;0.7486;0.7264;0.7432;0.7528;0.7777;0.7316;0
205642000170;I. E. R. ABELARDO OCHOA;6.02861198;-75.98398187;ANTIOQUIA;SALGAR;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.6451;0.6375;0.6407;0.6339;0.6732;0.6304;2
205649000027;I.E.R.. PALMICHAL;6.184167;-75.046389;ANTIOQUIA;SAN CARLOS;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.6327;0.6128;0.6304;0.6243;0.6583;0.6479;2
205649000426;I. E.  RURAL PUERTO GARZA;6.207111317;-74.7552762;ANTIOQUIA;SAN CARLOS;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.6434;0.6353;0.6258;0.6488;0.6865;0.5749;2
205649000787;I. E. R. EL JORDAN;6.25329253;-74.83107727;ANTIOQUIA;SAN CARLOS;Rural;Estrato 2;OFICIAL;A;MIXTO;C;0.6508;0.6291;0.6601;0.6359;0.6985;0.589;0
205656000164;I. E. R. AGRICOLA DE SAN JERONIMO;6.456944;-75.721389;ANTIOQUIA;SAN JER”NIMO;Rural;Estrato 2;OFICIAL;A;MIXTO;D;0.6178;0.6023;0.6335;0.5928;0.6527;0.5873;1
205656000423;I. E. R. BENIGNO MENA GONZALEZ;6.391399538;-75.67650721;ANTIOQUIA;SAN JER”NIMO;Rural;Estrato 2;OFICIAL;A;MIXTO;D;0.6086;0.5919;0.6082;0.597;0.6533;0.5609;0
205658000030;I. E. R. LAS CRUCES;6.889996256;-75.65792767;ANTIOQUIA;SAN ANDR…S DE CUERQUÕA;Rural;Estrato 2;OFICIAL;A;MIXTO;D;0.5525;0.5343;0.5324;0.5506;0.6003;0.5294;0
205660000853;I. E. R. LA JOSEFINA;5.973525251;-74.91058725;ANTIOQUIA;SAN LUIS;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.6293;0.6181;0.6356;0.6029;0.6697;0.6029;2
205660000977;I.E.R. ALTAVISTA;5.936510355;-74.86472945;ANTIOQUIA;SAN LUIS;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.6273;0.6144;0.6343;0.5996;0.6617;0.6247;2
205664000068;I. E. R. OVEJAS;6.396429195;-75.64719497;ANTIOQUIA;SAN PEDRO DE LOS MILAGROS;Rural;Estrato 2;OFICIAL;A;MIXTO;B;0.6937;0.6901;0.7229;0.67;0.7038;0.6582;0
205664000165;I.E.R. EL TAMBO;6.422506303;-75.60303485;ANTIOQUIA;SAN PEDRO DE LOS MILAGROS;Rural;Estrato 2;OFICIAL;A;MIXTO;B;0.6702;0.6598;0.6669;0.6707;0.7046;0.607;0
205665000100;I. E. R. LOS ALMENDROS;8.396389;-76.237222;ANTIOQUIA;SAN PEDRO DE URAB¡;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5376;0.5107;0.5478;0.5147;0.5721;0.5527;2
205665000428;I. E. R. LAS PAVAS;8.296389;-76.318611;ANTIOQUIA;SAN PEDRO DE URAB¡;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5391;0.5287;0.5387;0.4963;0.5966;0.5271;6
205665000576;I. E. R. SANTA CATALINA;8.396944;-76.316389;ANTIOQUIA;SAN PEDRO DE URAB¡;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5813;0.5728;0.5771;0.5648;0.6152;0.5677;2
205665000860;I. E. R. SAN ISIDRO;8.274686;-76.37442;ANTIOQUIA;SAN PEDRO DE URAB¡;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5519;0.5323;0.5396;0.5478;0.597;0.5243;6
205667000239;I. E. R. LA MESA;6.326389;-74.9225;ANTIOQUIA;SAN RAFAEL;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5804;0.5501;0.5883;0.5638;0.625;0.5644;6
205670000339;I. E. R. CRISTALES;6.486046579;-74.91715044;ANTIOQUIA;SAN ROQUE;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.6373;0.6245;0.6131;0.6513;0.6835;0.5676;5
205670000452;I. E. R. SAN JOSE DEL NUS;6.496040315;-74.82909849;ANTIOQUIA;SAN ROQUE;Rural;Estrato 2;OFICIAL;A;MIXTO;C;0.6483;0.6419;0.6482;0.6335;0.6862;0.599;1
205670000819;I. E. R. PROVIDENCIA;6.518335408;-74.90695829;ANTIOQUIA;SAN ROQUE;Rural;Estrato 2;OFICIAL;A;MIXTO;D;0.6139;0.6006;0.6212;0.5921;0.6628;0.5503;0
205674000279;I. E.  RURAL CHAPARRAL;6.263056;-75.376389;ANTIOQUIA;SAN VICENTE FERRER;Rural;Estrato 2;OFICIAL;A;MIXTO;C;0.66;0.6662;0.6363;0.6364;0.6881;0.6995;0
205674000341;I.E.R. LA MAGDALENA;6.333056;-75.293611;ANTIOQUIA;SAN VICENTE FERRER;Rural;Estrato 2;OFICIAL;A;MIXTO;C;0.6662;0.6529;0.6578;0.6601;0.6973;0.6558;0
205674000350;I.E.R. SANTA RITA;6.286389;-75.379444;ANTIOQUIA;SAN VICENTE FERRER;Rural;Estrato 2;OFICIAL;A;MIXTO;C;0.6511;0.6325;0.6424;0.6565;0.6773;0.6379;0
205679000234;I. E. DAMASCO;5.793078777;-75.57228963;ANTIOQUIA;SANTA B¡RBARA;Rural;Estrato 2;OFICIAL;A;MIXTO;C;0.6355;0.6089;0.6288;0.6496;0.6539;0.6376;0
205679000331;I. E. EL GUAYABO;5.921389;-75.583333;ANTIOQUIA;SANTA B¡RBARA;Rural;Estrato 2;OFICIAL;A;MIXTO;B;0.6731;0.6717;0.6589;0.6623;0.7138;0.6297;0
205679000498;I. E. LA PINTADA;5.747341377;-75.60797556;ANTIOQUIA;LA PINTADA;Urbano;Estrato 1;OFICIAL;A;MIXTO;C;0.6461;0.6312;0.6649;0.6172;0.6753;0.634;2
205679000501;I. E. VERSALLES;5.961777853;-75.5867508;ANTIOQUIA;SANTA B¡RBARA;Rural;Estrato 2;OFICIAL;A;MIXTO;B;0.6967;0.6952;0.6843;0.6986;0.7267;0.6426;0
205686000011;C. E. R. HERMINIA YEPES CORREA;6.63301;-75.419438;ANTIOQUIA;SANTA ROSA DE OSOS;Rural;Estrato 2;OFICIAL;A;MIXTO;D;0.5655;0.5302;0.583;0.5585;0.6049;0.5217;0
205686000223;I.E.R. MONSE—OR MIGUEL ANGEL BUILES;6.778692831;-75.56092406;ANTIOQUIA;SANTA ROSA DE OSOS;Rural;Estrato 2;OFICIAL;A;MIXTO;C;0.6413;0.6406;0.6423;0.6184;0.6674;0.6305;0
205686000282;I.E.R. BOCA DEL MONTE;6.718333;-75.432778;ANTIOQUIA;SANTA ROSA DE OSOS;Rural;Estrato 2;OFICIAL;A;MIXTO;D;0.6011;0.5973;0.5818;0.5961;0.6388;0.5729;0
205686000584;I. E. R. PORFIRIO BARBA JACOB;6.597282724;-75.24836996;ANTIOQUIA;SANTA ROSA DE OSOS;Rural;Estrato 2;OFICIAL;A;MIXTO;C;0.6665;0.6412;0.6703;0.6663;0.7021;0.6248;0
205686000801;I. E. R. HOYO RICO;6.604455074;-75.42138373;ANTIOQUIA;SANTA ROSA DE OSOS;Rural;Estrato 2;OFICIAL;A;MIXTO;C;0.6309;0.6069;0.6185;0.6157;0.6804;0.6377;0
205686000924;I.E.R. SAN ISIDRO;6.56724536;-75.33484243;ANTIOQUIA;SANTA ROSA DE OSOS;Rural;Estrato 2;OFICIAL;A;MIXTO;B;0.6816;0.6539;0.7041;0.6602;0.7051;0.6917;0
205690000262;I. E. R. PORCESITO;6.549820424;-75.20432123;ANTIOQUIA;SANTO DOMINGO;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.6227;0.5984;0.6212;0.6076;0.6647;0.6198;2
205690000271;I. E. R. BOTERO;6.538561707;-75.2311098;ANTIOQUIA;SANTO DOMINGO;Rural;Estrato 1;OFICIAL;A;MIXTO;B;0.6795;0.6741;0.6633;0.6692;0.7281;0.6296;2
205690000319;I. E. R. PEDRO PABLO CASTRILLON;6.543367375;-75.16066134;ANTIOQUIA;SANTO DOMINGO;Rural;Estrato 2;OFICIAL;A;MIXTO;A;0.7352;0.7172;0.757;0.7101;0.7604;0.7233;1
205697000144;I. E. PBRO. JESUS ANTONIO GOMEZ;6.120179179;-75.28126348;ANTIOQUIA;EL SANTUARIO;Rural;Estrato 2;OFICIAL;A;MIXTO;B;0.7138;0.7102;0.7257;0.7171;0.7283;0.6347;0
205756000781;I. E. R. SAN MIGUEL;5.73736835;-74.72744589;ANTIOQUIA;SONS”N;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.6138;0.5993;0.611;0.5837;0.6442;0.6649;5
205756001044;I. E. R. LA DANTA;5.845582178;-74.82188825;ANTIOQUIA;SONS”N;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.6696;0.6811;0.6635;0.6488;0.6962;0.6356;2
205789000248;I. E.  RURAL SANTIAGO ANGEL SANTAMARIA;5.733649139;-75.6953147;ANTIOQUIA;T¡MESIS;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.6483;0.622;0.6377;0.6479;0.6855;0.6485;2
205789000370;I. E. AGRICOLA VICTOR MANUEL OROZCO;5.669599922;-75.71561895;ANTIOQUIA;T¡MESIS;Urbano;Estrato 1;OFICIAL;A;MIXTO;C;0.645;0.6322;0.6407;0.6339;0.676;0.6368;2
205789000591;I. E. R.  SAN PABLO;5.604897837;-75.68234912;ANTIOQUIA;T¡MESIS;Rural;Estrato 2;OFICIAL;A;MIXTO;C;0.6595;0.6504;0.6585;0.6442;0.6996;0.6156;0
205790000235;I. E. LA INMACULADA;7.444543834;-75.30775543;ANTIOQUIA;TARAZ¡;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5708;0.54;0.5809;0.5543;0.615;0.5495;2
205790000332;I.E.R. MONTENEGRO;7.473801074;-75.26285307;ANTIOQUIA;TARAZ¡;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.6192;0.627;0.6324;0.5788;0.6418;0.61;6
205790001088;I. E. LA CAUCANA;7.641740893;-75.52155822;ANTIOQUIA;TARAZ¡;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.6081;0.5744;0.6148;0.6012;0.659;0.5574;2
205809000088;I. E. BENJAMIN CORREA ALVAREZ;6.059182845;-75.75366362;ANTIOQUIA;TITIRIBÕ;Rural;Estrato 2;OFICIAL;A;MIXTO;C;0.6651;0.6525;0.6527;0.6773;0.7002;0.5979;0
205837000042;I.E. SAN JOSE DE MULATOS;8.371701335;-76.48478272;ANTIOQUIA;TURBO;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5846;0.5664;0.5948;0.565;0.6185;0.5661;5
205837000310;I.E. CURRULAO;8.096944;-76.731389;ANTIOQUIA;TURBO;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.6548;0.6369;0.6576;0.6351;0.6984;0.6285;5
205837000379;I.E. NUEVA COLONIA;7.93723286;-76.71586116;ANTIOQUIA;TURBO;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5696;0.5558;0.5842;0.543;0.6041;0.5434;5
205837000492;I.E. EL DOS;8.128611;-76.680278;ANTIOQUIA;TURBO;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5665;0.5452;0.584;0.5478;0.604;0.5217;5
205837000531;I.E. CENTRAL;8.079444;-76.739167;ANTIOQUIA;TURBO;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.6448;0.6328;0.6398;0.646;0.6789;0.5896;5
205837000883;I.E. NUEVA GRANADA;8.269462105;-76.49551457;ANTIOQUIA;TURBO;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5429;0.5193;0.5379;0.541;0.5827;0.5155;5
205837001821;I.E. ALTO DE MULATOS;8.136389;-76.550556;ANTIOQUIA;TURBO;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.6486;0.6546;0.6318;0.6346;0.697;0.5772;5
205837001880;I.E. SAN VICENTE DEL CONGO;8.231667;-76.455;ANTIOQUIA;TURBO;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.6315;0.6101;0.6496;0.6103;0.6601;0.6191;5
205837002151;I.E. NUEVO ORIENTE;7.516679942;-76.70902734;ANTIOQUIA;TURBO;Rural;Estrato 2;OFICIAL;A;MIXTO;D;0.5664;0.5234;0.5736;0.5567;0.6185;0.546;1
205837002916;I.E. EL TRES;8.067793315;-76.66007898;ANTIOQUIA;TURBO;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.6111;0.5936;0.6177;0.5925;0.6492;0.5849;5
205837003483;I.E. DE DESARROLLO RURAL DE TURBO;8.08414;-76.708086;ANTIOQUIA;TURBO;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5889;0.5969;0.572;0.5684;0.6249;0.5686;5
205837003742;I.E. VEINTINUEVE DE NOVIEMBRE;7.934722;-76.716111;ANTIOQUIA;TURBO;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5602;0.5422;0.5584;0.5403;0.6002;0.5597;5
205837004161;I.E. PUNTA DE PIEDRA;8.188953042;-76.74336758;ANTIOQUIA;TURBO;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5706;0.5531;0.5579;0.5669;0.6176;0.5316;2
205837005524;I.E. PUEBLO BELLO;8.204722;-76.524722;ANTIOQUIA;TURBO;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.6177;0.6026;0.6238;0.6102;0.6495;0.5725;5
205847000423;I. E. R. LA CALDASIA;6.360556;-76.231389;ANTIOQUIA;URRAO;Rural;Estrato 2;OFICIAL;A;MIXTO;D;0.5536;0.5312;0.5413;0.5403;0.604;0.5458;0
205847001098;I. E. R.  VALENTINA FIGUEROA;6.224722;-76.135556;ANTIOQUIA;URRAO;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.6257;0.5964;0.6205;0.6289;0.6712;0.5839;2
205854000129;I. E. R. MARCO A ROJO;7.28919477;-75.39345734;ANTIOQUIA;VALDIVIA;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.638;0.6284;0.638;0.6285;0.67;0.5989;2
205856000177;I. E. RAFAEL URIBE URIBE;5.74056254;-75.60695138;ANTIOQUIA;LA PINTADA;Urbano;Estrato 1;OFICIAL;A;MIXTO;C;0.6496;0.6422;0.6653;0.6209;0.6887;0.5938;2
205858000093;I. E. JHON F. KENNEDY;6.86212645;-74.79821047;ANTIOQUIA;VEGACHÕ;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5478;0.5094;0.5626;0.5348;0.586;0.5427;2
205861000037;I. E. ORLANDO VELASQUEZ ARANGO;5.966389;-75.736111;ANTIOQUIA;VENECIA;Rural;Estrato 2;OFICIAL;A;MIXTO;D;0.6197;0.6096;0.6237;0.5882;0.6586;0.6156;0
